[2025-05-21 03:59:07.409255] Starting Kafka producer...
[2025-05-21 04:51:07.207085] Sent record 71447
[2025-05-21 04:51:08.207965] Sent record 71444
[2025-05-21 04:51:09.208850] Sent record 71445
[2025-05-21 04:51:10.209832] Sent record 71448
[2025-05-21 04:51:11.210552] Sent record 71449
[2025-05-21 04:51:12.211544] Sent record 71450
[2025-05-21 04:51:13.212294] Sent record 71451
[2025-05-21 04:51:14.213277] Sent record 71452
[2025-05-21 04:51:15.214033] Sent record 71453
[2025-05-21 04:51:16.214992] Sent record 71454
[2025-05-21 04:51:17.304690] Sent record 71455
[2025-05-21 04:51:18.305790] Sent record 71458
[2025-05-21 04:51:19.306468] Sent record 71459
[2025-05-21 04:51:20.307329] Sent record 71457
[2025-05-21 04:51:21.308080] Sent record 71456
[2025-05-21 04:51:22.308999] Sent record 71460
[2025-05-21 04:51:23.309474] Sent record 71463
[2025-05-21 04:51:24.310181] Sent record 71461
[2025-05-21 04:51:25.311120] Sent record 71462
[2025-05-21 04:51:26.311908] Sent record 71464
[2025-05-21 04:51:27.312514] Sent record 71465
[2025-05-21 04:51:28.313553] Sent record 71466
[2025-05-21 04:51:29.314421] Sent record 71467
[2025-05-21 04:51:30.315278] Sent record 71468
[2025-05-21 04:51:31.315865] Sent record 71469
[2025-05-21 04:51:32.407981] Sent record 71470
[2025-05-21 04:51:33.408644] Sent record 71471
[2025-05-21 04:51:34.409322] Sent record 71473
[2025-05-21 04:51:35.410196] Sent record 71474
[2025-05-21 04:51:36.411240] Sent record 71472
[2025-05-21 04:51:37.412179] Sent record 71475
[2025-05-21 04:51:38.413192] Sent record 71476
[2025-05-21 04:51:39.414183] Sent record 71477
[2025-05-21 04:51:40.414972] Sent record 71478
[2025-05-21 04:51:41.415768] Sent record 71480
[2025-05-21 04:51:42.416372] Sent record 71479
[2025-05-21 04:51:43.417173] Sent record 71483
[2025-05-21 04:51:44.417998] Sent record 71481
[2025-05-21 04:51:45.418797] Sent record 71482
[2025-05-21 04:51:46.419787] Sent record 71484
[2025-05-21 04:51:47.420694] Sent record 71485
[2025-05-21 04:51:48.421423] Sent record 71486
[2025-05-21 04:51:49.422261] Sent record 71487
[2025-05-21 04:51:50.423062] Sent record 71488
[2025-05-21 04:51:51.423820] Sent record 71489
[2025-05-21 04:51:52.424502] Sent record 71490
[2025-05-21 04:51:53.425225] Sent record 71491
[2025-05-21 04:51:54.426007] Sent record 71492
[2025-05-21 04:51:55.427002] Sent record 71493
[2025-05-21 04:51:56.428034] Sent record 71496
[2025-05-21 04:51:57.428948] Sent record 71495
[2025-05-21 04:51:58.431436] Sent record 71494
[2025-05-21 04:51:59.432162] Sent record 71497
[2025-05-21 04:52:00.432934] Sent record 71498
[2025-05-21 04:52:01.433525] Sent record 71499
[2025-05-21 04:52:02.434290] Sent record 71500
[2025-05-21 04:52:03.435037] Sent record 71501
[2025-05-21 04:52:04.435821] Sent record 71502
[2025-05-21 04:52:05.436490] Sent record 71503
[2025-05-21 04:52:06.437620] Sent record 71504
[2025-05-21 04:52:07.438763] Sent record 71510
[2025-05-21 04:52:08.439590] Sent record 71511
[2025-05-21 04:52:09.440557] Sent record 71509
[2025-05-21 04:52:10.441331] Sent record 71505
[2025-05-21 04:52:11.442079] Sent record 71507
[2025-05-21 04:52:12.442834] Sent record 71508
[2025-05-21 04:52:13.443596] Sent record 71506
[2025-05-21 04:52:14.444304] Sent record 71512
[2025-05-21 04:52:15.445308] Sent record 71513
[2025-05-21 04:52:16.446319] Sent record 71514
[2025-05-21 04:52:17.447094] Sent record 71515
[2025-05-21 04:52:18.447842] Sent record 71516
[2025-05-21 04:52:19.449786] Sent record 71517
[2025-05-21 04:52:20.450538] Sent record 71518
[2025-05-21 04:52:21.451304] Sent record 71519
[2025-05-21 04:52:22.452051] Sent record 71522
[2025-05-21 04:52:23.452784] Sent record 71521
[2025-05-21 04:52:24.453778] Sent record 71520
[2025-05-21 04:52:25.454472] Sent record 71523
[2025-05-21 04:52:26.455178] Sent record 71524
[2025-05-21 04:52:27.455895] Sent record 71525
[2025-05-21 04:52:28.456810] Sent record 71526
[2025-05-21 04:52:29.457791] Sent record 71527
[2025-05-21 04:52:30.458723] Sent record 71528
[2025-05-21 04:52:31.459554] Sent record 71532
[2025-05-21 04:52:32.460265] Sent record 71530
[2025-05-21 04:52:33.461032] Sent record 71529
[2025-05-21 04:52:34.461725] Sent record 71531
[2025-05-21 04:52:35.462502] Sent record 71533
[2025-05-21 04:52:36.463095] Sent record 71534
[2025-05-21 04:52:37.463874] Sent record 71535
[2025-05-21 04:52:38.464408] Sent record 71536
[2025-05-21 04:52:39.465639] Sent record 71537
[2025-05-21 04:52:40.466762] Sent record 71538
[2025-05-21 04:52:41.467549] Sent record 71541
[2025-05-21 04:52:42.468351] Sent record 71539
[2025-05-21 04:52:43.469363] Sent record 71540
[2025-05-21 04:52:44.470373] Sent record 71542
[2025-05-21 04:52:45.471110] Sent record 71543
[2025-05-21 04:52:46.472074] Sent record 71544
[2025-05-21 04:52:47.472863] Sent record 71545
[2025-05-21 04:52:48.473770] Sent record 71546
[2025-05-21 04:52:49.474612] Sent record 71547
[2025-05-21 04:52:50.475593] Sent record 71548
[2025-05-21 04:52:51.476561] Sent record 71549
[2025-05-21 04:52:52.477292] Sent record 71552
[2025-05-21 04:52:53.478395] Sent record 71550
[2025-05-21 04:52:54.479961] Sent record 71551
[2025-05-21 04:52:55.480998] Sent record 71553
[2025-05-21 04:52:56.481783] Sent record 71554
[2025-05-21 04:52:57.482482] Sent record 71555
[2025-05-21 04:52:58.483251] Sent record 71556
[2025-05-21 04:52:59.484019] Sent record 71557
[2025-05-21 04:53:00.485022] Sent record 71558
[2025-05-21 04:53:01.485885] Sent record 71559
[2025-05-21 04:53:02.486620] Sent record 71560
[2025-05-21 04:53:03.487348] Sent record 71561
[2025-05-21 04:53:04.488292] Sent record 71562
[2025-05-21 04:53:05.489060] Sent record 71563
[2025-05-21 04:53:06.489858] Sent record 71564
[2025-05-21 04:53:07.490528] Sent record 71566
[2025-05-21 04:53:08.491396] Sent record 71565
[2025-05-21 04:53:09.492289] Sent record 71567
[2025-05-21 04:53:10.493184] Sent record 71568
[2025-05-21 04:53:11.493925] Sent record 71569
[2025-05-21 04:53:12.495014] Sent record 71570
[2025-05-21 04:53:13.495857] Sent record 71571
[2025-05-21 04:53:14.496557] Sent record 71572
[2025-05-21 04:53:15.497149] Sent record 71575
[2025-05-21 04:53:16.498209] Sent record 71573
[2025-05-21 04:53:17.500036] Sent record 71574
[2025-05-21 04:53:18.500928] Sent record 71577
[2025-05-21 04:53:19.501730] Sent record 71576
[2025-05-21 04:53:20.502471] Sent record 71578
[2025-05-21 04:53:21.503612] Sent record 71579
[2025-05-21 04:53:22.504402] Sent record 71580
[2025-05-21 04:53:23.505224] Sent record 71581
[2025-05-21 04:53:24.506334] Sent record 71582
[2025-05-21 04:53:25.507254] Sent record 71583
[2025-05-21 04:53:26.508151] Sent record 71584
[2025-05-21 04:53:27.509068] Sent record 71585
[2025-05-21 04:53:28.509869] Sent record 71587
[2025-05-21 04:53:29.510646] Sent record 71588
[2025-05-21 04:53:30.511162] Sent record 71586
[2025-05-21 04:53:31.512459] Sent record 71589
[2025-05-21 04:53:32.513224] Sent record 71590
[2025-05-21 04:53:33.514042] Sent record 71591
[2025-05-21 04:53:34.516442] Sent record 71592
[2025-05-21 04:53:35.517711] Sent record 71593
[2025-05-21 04:53:36.518424] Sent record 71594
[2025-05-21 04:53:37.519381] Sent record 71595
[2025-05-21 04:53:38.520225] Sent record 71597
[2025-05-21 04:53:39.521264] Sent record 71596
[2025-05-21 04:53:40.522525] Sent record 71600
[2025-05-21 04:53:41.523337] Sent record 71598
[2025-05-21 04:53:42.524157] Sent record 71599
[2025-05-21 04:53:43.524925] Sent record 71601
[2025-05-21 04:53:44.525834] Sent record 71602
[2025-05-21 04:53:45.526558] Sent record 71603
[2025-05-21 04:53:46.527323] Sent record 71604
[2025-05-21 04:53:47.528211] Sent record 71605
[2025-05-21 04:53:48.529085] Sent record 71606
[2025-05-21 04:53:49.529953] Sent record 71607
[2025-05-21 04:53:50.530888] Sent record 71608
[2025-05-21 04:53:51.531815] Sent record 71610
[2025-05-21 04:53:52.537397] Sent record 71609
[2025-05-21 04:53:53.538020] Sent record 71611
[2025-05-21 04:53:54.538851] Sent record 71612
[2025-05-21 04:53:55.539558] Sent record 71613
[2025-05-21 04:53:56.540350] Sent record 71614
[2025-05-21 04:53:57.541075] Sent record 71615
[2025-05-21 04:53:58.541906] Sent record 71616
[2025-05-21 04:53:59.542736] Sent record 71617
[2025-05-21 04:54:00.547499] Sent record 71619
[2025-05-21 04:54:01.548441] Sent record 71618
[2025-05-21 04:54:02.549182] Sent record 71620
[2025-05-21 04:54:03.550364] Sent record 71621
[2025-05-21 04:54:04.550928] Sent record 71622
[2025-05-21 04:54:05.552065] Sent record 71623
[2025-05-21 04:54:06.553193] Sent record 71624
[2025-05-21 04:54:07.554078] Sent record 71625
[2025-05-21 04:54:08.555197] Sent record 71626
[2025-05-21 04:54:09.555832] Sent record 71627
[2025-05-21 04:54:10.556699] Sent record 71628
[2025-05-21 04:59:33.985031] Sent record 71629
[2025-05-21 04:59:34.985497] Sent record 71633
[2025-05-21 04:59:35.986551] Sent record 71630
[2025-05-21 04:59:36.987321] Sent record 71631
[2025-05-21 04:59:37.988234] Sent record 71632
[2025-05-21 04:59:38.989054] Sent record 71634
[2025-05-21 04:59:39.989613] Sent record 71635
[2025-05-21 04:59:40.990607] Sent record 71636
[2025-05-21 04:59:41.991163] Sent record 71637
[2025-05-21 04:59:42.992425] Sent record 71638
[2025-05-21 04:59:43.993339] Sent record 71639
[2025-05-21 04:59:44.994130] Sent record 71640
[2025-05-21 04:59:45.995205] Sent record 71643
[2025-05-21 04:59:46.996059] Sent record 71641
[2025-05-21 04:59:47.996529] Sent record 71642
[2025-05-21 04:59:49.193245] Sent record 71644
[2025-05-21 04:59:50.194132] Sent record 71645
[2025-05-21 04:59:51.195185] Sent record 71646
[2025-05-21 04:59:52.195954] Sent record 71647
[2025-05-21 04:59:53.196824] Sent record 71648
[2025-05-21 04:59:54.197557] Sent record 71649
[2025-05-21 04:59:55.198298] Sent record 71650
[2025-05-21 04:59:56.199055] Sent record 71651
[2025-05-21 04:59:57.199685] Sent record 71652
[2025-05-21 04:59:58.201057] Sent record 71654
[2025-05-21 04:59:59.201823] Sent record 71653
[2025-05-21 05:00:00.202872] Sent record 71655
[2025-05-21 05:00:01.203813] Sent record 71656
[2025-05-21 05:00:02.204556] Sent record 71657
[2025-05-21 05:00:03.205300] Sent record 71658
[2025-05-21 05:00:04.206126] Sent record 71659
[2025-05-21 05:00:05.206914] Sent record 71660
[2025-05-21 05:00:06.207773] Sent record 71661
[2025-05-21 05:00:07.208337] Sent record 71662
[2025-05-21 05:00:08.217042] Sent record 71663
[2025-05-21 05:00:09.217791] Sent record 71664
[2025-05-21 05:00:10.218764] Sent record 71666
[2025-05-21 05:00:11.219670] Sent record 71665
[2025-05-21 05:00:12.220439] Sent record 71667
[2025-05-21 05:00:13.221679] Sent record 71668
[2025-05-21 05:00:14.222304] Sent record 71669
[2025-05-21 05:00:15.223015] Sent record 71670
[2025-05-21 05:00:16.223890] Sent record 71671
[2025-05-21 05:00:17.224773] Sent record 71672
[2025-05-21 05:00:18.225745] Sent record 71676
[2025-05-21 05:00:19.226334] Sent record 71673
[2025-05-21 05:00:20.227282] Sent record 71674
[2025-05-21 05:00:21.228369] Sent record 71675
[2025-05-21 05:00:22.229205] Sent record 71677
[2025-05-21 05:00:23.230446] Sent record 71678
[2025-05-21 05:00:24.231363] Sent record 71684
[2025-05-21 05:00:25.232193] Sent record 71679
[2025-05-21 05:00:26.233110] Sent record 71680
[2025-05-21 05:00:27.233977] Sent record 71681
[2025-05-21 05:00:28.234870] Sent record 71682
[2025-05-21 05:00:29.235385] Sent record 71683
[2025-05-21 05:00:30.236268] Sent record 71687
[2025-05-21 05:00:31.237129] Sent record 71685
[2025-05-21 05:00:32.237871] Sent record 71686
[2025-05-21 05:00:33.238574] Sent record 71689
[2025-05-21 05:00:34.239410] Sent record 71690
[2025-05-21 05:00:35.241121] Sent record 71688
[2025-05-21 05:00:36.241773] Sent record 71691
[2025-05-21 05:00:37.242524] Sent record 71692
[2025-05-21 05:00:38.243295] Sent record 71693
[2025-05-21 05:00:39.243889] Sent record 71694
[2025-05-21 05:00:40.244775] Sent record 71695
[2025-05-21 05:00:41.249109] Sent record 71696
[2025-05-21 05:00:42.250034] Sent record 71697
[2025-05-21 05:00:43.250661] Sent record 71701
[2025-05-21 05:00:44.251353] Sent record 71699
[2025-05-21 05:00:45.252015] Sent record 71700
[2025-05-21 05:00:46.268771] Sent record 71698
[2025-05-21 05:00:47.269313] Sent record 71702
[2025-05-21 05:00:48.270450] Sent record 71703
[2025-05-21 05:00:49.271488] Sent record 71704
[2025-05-21 05:00:50.272107] Sent record 71705
[2025-05-21 05:00:51.272728] Sent record 71706
[2025-05-21 05:00:52.273572] Sent record 71707
[2025-05-21 05:00:53.274752] Sent record 71710
[2025-05-21 05:00:54.275885] Sent record 71709
[2025-05-21 05:00:55.276733] Sent record 71708
[2025-05-21 05:00:56.277660] Sent record 71711
[2025-05-21 05:00:57.278384] Sent record 71712
[2025-05-21 05:00:58.279043] Sent record 71713
[2025-05-21 05:00:59.279973] Sent record 71714
[2025-05-21 05:01:00.280629] Sent record 71715
[2025-05-21 05:01:01.281479] Sent record 71716
[2025-05-21 05:01:02.282292] Sent record 71717
[2025-05-21 05:01:03.283196] Sent record 71718
[2025-05-21 05:01:04.284038] Sent record 71721
[2025-05-21 05:01:05.284885] Sent record 71719
[2025-05-21 05:01:06.285504] Sent record 71720
[2025-05-21 05:01:07.286472] Sent record 71722
[2025-05-21 05:01:08.287090] Sent record 71723
[2025-05-21 05:01:09.288083] Sent record 71724
[2025-05-21 05:01:10.288957] Sent record 71725
[2025-05-21 05:01:11.289758] Sent record 71726
[2025-05-21 05:01:12.290885] Sent record 71727
[2025-05-21 05:01:13.291488] Sent record 71728
[2025-05-21 05:01:14.292251] Sent record 71729
[2025-05-21 05:01:15.293159] Sent record 71732
[2025-05-21 05:01:16.293889] Sent record 71733
[2025-05-21 05:01:17.294475] Sent record 71730
[2025-05-21 05:01:18.295276] Sent record 71731
[2025-05-21 05:01:19.296035] Sent record 71734
[2025-05-21 05:01:20.296984] Sent record 71735
[2025-05-21 05:01:21.297864] Sent record 71736
[2025-05-21 05:01:22.298577] Sent record 71737
[2025-05-21 05:01:23.299327] Sent record 71738
[2025-05-21 05:01:24.323506] Sent record 71739
[2025-05-21 05:01:25.324339] Sent record 71740
[2025-05-21 05:01:26.324976] Sent record 71741
[2025-05-21 05:01:27.325749] Sent record 71743
[2025-05-21 05:01:28.326525] Sent record 71742
[2025-05-21 05:01:29.327318] Sent record 71744
[2025-05-21 05:01:30.327947] Sent record 71745
[2025-05-21 05:01:31.328745] Sent record 71746
[2025-05-21 05:01:32.329580] Sent record 71747
[2025-05-21 05:01:33.330136] Sent record 71748
[2025-05-21 05:01:34.331206] Sent record 71749
[2025-05-21 05:01:35.332051] Sent record 71750
[2025-05-21 05:01:36.332641] Sent record 71751
[2025-05-21 05:01:37.333425] Sent record 71755
[2025-05-21 05:01:38.334172] Sent record 71756
[2025-05-21 05:01:39.335023] Sent record 71753
[2025-05-21 05:01:40.335839] Sent record 71752
[2025-05-21 05:01:41.336989] Sent record 71754
[2025-05-21 05:01:42.395055] Sent record 71757
[2025-05-21 05:01:43.396180] Sent record 71758
[2025-05-21 05:01:44.396988] Sent record 71759
[2025-05-21 05:01:45.397855] Sent record 71760
[2025-05-21 05:01:46.398763] Sent record 71761
[2025-05-21 05:01:47.399329] Sent record 71762
[2025-05-21 05:01:48.400604] Sent record 71763
[2025-05-21 05:01:49.401537] Sent record 71764
[2025-05-21 05:01:50.402397] Sent record 71765
[2025-05-21 05:01:51.403345] Sent record 71768
[2025-05-21 05:01:52.404222] Sent record 71767
[2025-05-21 05:01:53.404974] Sent record 71766
[2025-05-21 05:01:54.405630] Sent record 71769
[2025-05-21 05:01:55.406403] Sent record 71770
[2025-05-21 05:01:56.407336] Sent record 71771
[2025-05-21 05:01:57.409277] Sent record 71772
[2025-05-21 05:01:58.410188] Sent record 71773
[2025-05-21 05:01:59.411052] Sent record 71774
[2025-05-21 05:02:00.412069] Sent record 71775
[2025-05-21 05:02:01.412963] Sent record 71776
[2025-05-21 05:02:02.419084] Sent record 71777
[2025-05-21 05:02:03.420452] Sent record 71781
[2025-05-21 05:02:04.421131] Sent record 71778
[2025-05-21 05:02:05.421925] Sent record 71779
[2025-05-21 05:02:06.422782] Sent record 71780
[2025-05-21 05:02:07.423771] Sent record 71782
[2025-05-21 05:02:08.424535] Sent record 71783
[2025-05-21 05:02:09.425234] Sent record 71784
[2025-05-21 05:02:10.426003] Sent record 71785
[2025-05-21 05:02:11.426819] Sent record 71786
[2025-05-21 05:02:12.427924] Sent record 71787
[2025-05-21 05:02:13.428735] Sent record 71788
[2025-05-21 05:02:14.429558] Sent record 71789
[2025-05-21 05:02:15.430985] Sent record 71790
[2025-05-21 05:02:16.431603] Sent record 71794
[2025-05-21 05:02:17.432336] Sent record 71792
[2025-05-21 05:02:18.432996] Sent record 71793
[2025-05-21 05:02:19.433818] Sent record 71791
[2025-05-21 05:02:20.434802] Sent record 71795
[2025-05-21 05:02:21.435469] Sent record 71796
[2025-05-21 05:02:22.436353] Sent record 71797
[2025-05-21 05:02:23.437928] Sent record 71798
[2025-05-21 05:02:24.438709] Sent record 71800
[2025-05-21 05:02:25.439648] Sent record 71799
[2025-05-21 05:02:26.440247] Sent record 71802
[2025-05-21 05:02:27.441057] Sent record 71801
[2025-05-21 05:02:28.441700] Sent record 71803
[2025-05-21 05:02:29.442496] Sent record 71804
[2025-05-21 05:02:30.443237] Sent record 71805
[2025-05-21 05:02:31.444057] Sent record 71806
[2025-05-21 05:02:32.444837] Sent record 71807
[2025-05-21 05:02:33.445407] Sent record 71808
[2025-05-21 05:02:34.446144] Sent record 71809
[2025-05-21 05:02:35.446910] Sent record 71810
[2025-05-21 05:02:36.447765] Sent record 71813
[2025-05-21 05:02:37.448531] Sent record 71811
[2025-05-21 05:02:38.449381] Sent record 71812
[2025-05-21 05:02:39.450142] Sent record 71814
[2025-05-21 05:02:40.464258] Sent record 71815
[2025-05-21 05:02:41.465078] Sent record 71816
[2025-05-21 05:02:42.466067] Sent record 71817
[2025-05-21 05:02:43.563014] Sent record 71818
[2025-05-21 05:02:44.563928] Sent record 71819
[2025-05-21 05:02:45.564717] Sent record 71820
[2025-05-21 05:02:46.565375] Sent record 71821
[2025-05-21 05:02:47.566060] Sent record 71824
[2025-05-21 05:02:48.566738] Sent record 71825
[2025-05-21 05:02:49.567453] Sent record 71822
[2025-05-21 05:02:50.568133] Sent record 71823
[2025-05-21 05:02:51.568577] Sent record 71826
[2025-05-21 05:02:52.569105] Sent record 71827
[2025-05-21 05:02:53.570025] Sent record 71828
[2025-05-21 05:02:54.571109] Sent record 71829
[2025-05-21 05:02:55.571655] Sent record 71830
[2025-05-21 05:02:56.573304] Sent record 71831
[2025-05-21 05:02:57.574169] Sent record 71832
[2025-05-21 05:02:58.575089] Sent record 71833
[2025-05-21 05:02:59.575912] Sent record 71834
[2025-05-21 05:03:00.576718] Sent record 71835
[2025-05-21 05:03:01.577847] Sent record 71836
[2025-05-21 05:03:02.578485] Sent record 71838
[2025-05-21 05:03:03.579282] Sent record 71837
[2025-05-21 05:03:04.580102] Sent record 71839
[2025-05-21 05:03:05.580682] Sent record 71840
[2025-05-21 05:03:06.581281] Sent record 71841
[2025-05-21 05:03:07.581787] Sent record 71842
[2025-05-21 05:03:08.582405] Sent record 71843
[2025-05-21 05:03:09.582956] Sent record 71844
[2025-05-21 05:03:10.586022] Sent record 71845
[2025-05-21 05:03:11.586545] Sent record 71846
[2025-05-21 05:03:12.587247] Sent record 71849
[2025-05-21 05:03:13.587912] Sent record 71848
[2025-05-21 05:03:14.588349] Sent record 71847
[2025-05-21 05:03:15.588844] Sent record 71852
[2025-05-21 05:03:16.589307] Sent record 71850
[2025-05-21 05:03:17.589882] Sent record 71851
[2025-05-21 05:03:18.628081] Sent record 71853
[2025-05-21 05:03:19.628687] Sent record 71854
[2025-05-21 05:03:20.633207] Sent record 71855
[2025-05-21 05:03:21.633838] Sent record 71856
[2025-05-21 05:03:22.634521] Sent record 71857
[2025-05-21 05:03:23.635118] Sent record 71860
[2025-05-21 05:03:24.635743] Sent record 71859
[2025-05-21 05:03:25.636915] Sent record 71858
[2025-05-21 05:03:26.637476] Sent record 71862
[2025-05-21 05:03:27.638027] Sent record 71861
[2025-05-21 05:03:28.638509] Sent record 71863
[2025-05-21 05:03:29.639462] Sent record 71864
[2025-05-21 05:03:30.640057] Sent record 71865
[2025-05-21 05:03:31.640947] Sent record 71866
[2025-05-21 05:03:32.641440] Sent record 71867
[2025-05-21 05:03:33.642332] Sent record 71868
[2025-05-21 05:03:34.643043] Sent record 71871
[2025-05-21 05:03:35.643553] Sent record 71869
[2025-05-21 05:03:36.644158] Sent record 71870
[2025-05-21 05:03:37.645057] Sent record 71872
[2025-05-21 05:03:38.645578] Sent record 71873
[2025-05-21 05:03:39.646291] Sent record 71874
[2025-05-21 05:03:40.646794] Sent record 71875
[2025-05-21 05:03:41.647963] Sent record 71876
[2025-05-21 05:03:42.704349] Sent record 71877
[2025-05-21 05:03:43.705354] Sent record 71878
[2025-05-21 05:03:44.706015] Sent record 71879
[2025-05-21 05:03:45.706560] Sent record 71880
[2025-05-21 05:03:46.707048] Sent record 71881
[2025-05-21 05:03:47.707616] Sent record 71882
[2025-05-21 05:03:48.812370] Sent record 71883
[2025-05-21 05:03:49.813053] Sent record 71884
[2025-05-21 05:03:50.814132] Sent record 71885
[2025-05-21 05:03:51.814850] Sent record 71886
[2025-05-21 05:03:52.815427] Sent record 71887
[2025-05-21 05:03:53.816072] Sent record 71888
[2025-05-21 05:03:54.817122] Sent record 71889
[2025-05-21 05:03:55.817945] Sent record 71890
[2025-05-21 05:03:56.824622] Sent record 71891
[2025-05-21 05:03:57.825839] Sent record 71892
[2025-05-21 05:03:58.826421] Sent record 71893
[2025-05-21 05:03:59.827193] Sent record 71896
[2025-05-21 05:04:00.827734] Sent record 71894
[2025-05-21 05:04:01.828239] Sent record 71895
[2025-05-21 05:04:02.829129] Sent record 71897
[2025-05-21 05:04:03.829699] Sent record 71898
[2025-05-21 05:04:04.830269] Sent record 71899
[2025-05-21 05:04:05.830851] Sent record 71900
[2025-05-21 05:04:06.831424] Sent record 71901
[2025-05-21 05:04:07.831973] Sent record 71902
[2025-05-21 05:04:08.832674] Sent record 71903
[2025-05-21 05:04:09.833258] Sent record 71904
[2025-05-21 05:04:10.833817] Sent record 71905
[2025-05-21 05:04:11.834378] Sent record 71906
[2025-05-21 05:04:12.834868] Sent record 71907
[2025-05-21 05:04:13.835564] Sent record 71908
[2025-05-21 05:04:14.836081] Sent record 71909
[2025-05-21 05:04:15.836726] Sent record 71910
[2025-05-21 05:04:16.837725] Sent record 71911
[2025-05-21 05:04:17.838448] Sent record 71912
[2025-05-21 05:04:18.838864] Sent record 71913
[2025-05-21 05:04:19.839328] Sent record 71914
[2025-05-21 05:04:20.840286] Sent record 71915
[2025-05-21 05:04:21.840913] Sent record 71918
[2025-05-21 05:04:22.842103] Sent record 71916
[2025-05-21 05:04:23.842705] Sent record 71917
[2025-05-21 05:04:24.843399] Sent record 71919
[2025-05-21 05:04:25.844358] Sent record 71920
[2025-05-21 05:04:26.845039] Sent record 71921
[2025-05-21 05:04:27.845972] Sent record 71922
[2025-05-21 05:04:28.846672] Sent record 71923
[2025-05-21 05:04:29.847255] Sent record 71924
[2025-05-21 05:04:30.847789] Sent record 71925
[2025-05-21 05:04:31.848468] Sent record 71926
[2025-05-21 05:04:32.849332] Sent record 71927
[2025-05-21 05:04:33.849913] Sent record 71928
[2025-05-21 05:04:34.857451] Sent record 71929
[2025-05-21 05:04:35.857943] Sent record 71932
[2025-05-21 05:04:36.858722] Sent record 71931
[2025-05-21 05:04:37.859232] Sent record 71930
[2025-05-21 05:04:38.859896] Sent record 71933
[2025-05-21 05:04:39.861030] Sent record 71934
[2025-05-21 05:04:40.861866] Sent record 71935
[2025-05-21 05:04:41.862486] Sent record 71936
[2025-05-21 05:04:42.863077] Sent record 71937
[2025-05-21 05:04:43.863880] Sent record 71938
[2025-05-21 05:04:44.864744] Sent record 71939
[2025-05-21 05:04:45.865236] Sent record 71940
[2025-05-21 05:04:46.865795] Sent record 71941
[2025-05-21 05:04:47.866291] Sent record 71942
[2025-05-21 05:04:48.867222] Sent record 71943
[2025-05-21 05:04:49.867873] Sent record 71944
[2025-05-21 05:04:50.868511] Sent record 71945
[2025-05-21 05:04:51.869228] Sent record 71946
[2025-05-21 05:04:52.870199] Sent record 71947
[2025-05-21 05:04:53.871111] Sent record 71948
[2025-05-21 05:04:54.871738] Sent record 71949
[2025-05-21 05:04:55.872264] Sent record 71950
[2025-05-21 05:04:56.872894] Sent record 71951
[2025-05-21 05:04:57.873417] Sent record 71952
[2025-05-21 05:04:58.874077] Sent record 71953
[2025-05-21 05:04:59.874757] Sent record 71954
[2025-05-21 05:05:00.875449] Sent record 71955
[2025-05-21 05:05:01.876155] Sent record 71956
[2025-05-21 05:05:02.876805] Sent record 71957
[2025-05-21 05:05:03.877409] Sent record 71958
[2025-05-21 05:05:04.878012] Sent record 71959
[2025-05-21 05:05:05.878659] Sent record 71960
[2025-05-21 05:05:06.879322] Sent record 71961
[2025-05-21 05:05:07.880237] Sent record 71962
[2025-05-21 05:05:08.881468] Sent record 71966
[2025-05-21 05:05:09.882303] Sent record 71963
[2025-05-21 05:05:10.883129] Sent record 71964
[2025-05-21 05:05:11.883917] Sent record 71965
[2025-05-21 05:05:12.888053] Sent record 71968
[2025-05-21 05:05:13.888867] Sent record 71969
[2025-05-21 05:05:14.889947] Sent record 71970
[2025-05-21 05:05:15.890874] Sent record 71967
[2025-05-21 05:05:16.891374] Sent record 71971
[2025-05-21 05:05:17.891954] Sent record 71972
[2025-05-21 05:05:18.892504] Sent record 71973
[2025-05-21 05:05:19.893275] Sent record 71974
[2025-05-21 05:05:20.893963] Sent record 71975
[2025-05-21 05:05:21.894611] Sent record 71977
[2025-05-21 05:05:22.895763] Sent record 71976
[2025-05-21 05:05:23.896573] Sent record 71978
[2025-05-21 05:05:24.897202] Sent record 71979
[2025-05-21 05:05:25.898364] Sent record 71980
[2025-05-21 05:05:26.899359] Sent record 71981
[2025-05-21 05:05:27.899947] Sent record 71982
[2025-05-21 05:05:28.900668] Sent record 71983
[2025-05-21 05:05:29.901222] Sent record 71984
[2025-05-21 05:05:30.901820] Sent record 71985
[2025-05-21 05:05:31.902756] Sent record 71987
[2025-05-21 05:05:32.903478] Sent record 71986
[2025-05-21 05:05:33.904103] Sent record 71988
[2025-05-21 05:05:34.905048] Sent record 71989
[2025-05-21 05:05:35.905659] Sent record 71990
[2025-05-21 05:04:21.835690] Sent record 71991
[2025-05-21 05:04:23.074148] Sent record 71992
[2025-05-21 05:04:24.075266] Sent record 71993
[2025-05-21 05:04:25.075908] Sent record 71994
[2025-05-21 05:04:26.076601] Sent record 71999
[2025-05-21 05:04:27.077287] Sent record 71998
[2025-05-21 05:04:28.078202] Sent record 71996
[2025-05-21 05:04:29.079251] Sent record 71995
[2025-05-21 05:04:30.080247] Sent record 71997
[2025-05-21 05:04:31.080908] Sent record 72000
[2025-05-21 05:04:32.081577] Sent record 72001
[2025-05-21 05:04:33.082519] Sent record 72002
